tweet_text,label
wish citizen tv jeff koinange quick recovery # flattenthecurve,2
"dear # rwot , know intellectual property play great role revival economy ? detail",2
"increase number patient 19 certainly need cup mango tea .. treat diabete , kidney stone , many disease help u stay strong .",2
"chairperson ad hoc committee could conduct inspection adherence govt 19 restriction . politician , need good pr strategist . anyway , really good move . resignation first sub sahara .",2
jennifer aniston share friend ' harrowing battle psa fan,1
"without universal commitment mask , social distance , sanitation community amd workplace intervention , beat # spread like wild fire malawi .",1
# ssot # southsudan married real african woman resign senate post hand law authority easy explain supposedly latenight official work result arrest ladies louge,1
"zanu pf fire killer zivhu recall parliament , chivi south constituency leave vacant prospect candidate jostle win popular appeal face crippling economy devastating .",0
"tonight , rdb ceo live ' quest means business discuss rwanda ' # response , economic recovery tourism restart 9 p.m. cat . tune ! miss !",2
"vaccine develop university oxford appear safe trigger immune response . trial involve 1,077 people show injection lead make antibody tcell fight . bbc # 263chat",2
trump blame china reiterate brazil live terrible situation,0
trump blame china reiterate brazil live terrible situation,0
gain momentum # africa prepare surge # infection,0
oxford vaccine trigger immune response bbc news,2
spotlight bar club number rise,0
"please advise request , gates foundation commit join initiative secure drug treat # call dexamethasone , use us , europe sick patient mr masiyiwa .",2
watch wion wideangle ' plan ' demic ? youtube # ccpvirus,1
"stop live update moh , know information spread legit . # # zambia",0
hospital close 25 health worker testpositive,0
govt tighten,1
lesson greedy selfish african politician . let visit,0
uganda owe 2 case,2
need normalize gap year us . lot high school student lose opportunity learn grow beyond home school . deserve year selfdiscovery college . bake american culture make tuition free .,1
track spread kenya today # nationnewsplex,1
govt orders chinhoyi university close lecturer test positive,0
"# zimentrepreneur meet blessing kambarami , junior doctor chitungwiza central hospital ceo martha son pharmaceutical industries manufacturer disposable isolation gown use frontline healthcare worker fight covid19#zimbabwe # zimfact",2
kind news make kenyans flout # precaution ! ! wait til vaccine ready approve .,1
254halisi royal house,1
day stephen letoo test positive jeff koinange test positive254halisi royal house,0
problem use excuse oppression looting . deserve well !,0
"2020 , government release criminal jail due # simultaneously lock innocent people # noncompliance?#orwellian understatement.#tyrannical like . keep good work ,",0
affect african country ? government respond ? check datum one africa tracker,1
"tell cougar society wire man conspicuous breadwinner consequently , expose man die try fend family amidst atumie akili think . kichwa sio jug ya mate",0
jeff koinange tests positive,0
"update globallytotal case 14,741,451 dead 610,748 recover 8,792,386 last update july 20 , 2020 , 1656 gmt#covid19 # #",1
jeff koinange tests positive,0
one young nurse qualify march ... 8 week later ... bag body . nhs staff care die patient claim ' bully ' queen ' medical centre nottingham . read,0
lesson # kenya # rwanda use # drones # response towards community awareness,2
world foodinsecure region hit price boom,0
# covid19zim chinhoyi university gvt tell institutions close ... read zimbabwe # zimbabwe,0
spread confound even scientist . ur role model spinster teach u reject struggle man u go home chihuahuas dildos like tell u man die b ' coz shower take fruit . misery love companion . wise !,0
derails parliamentary businessparliament tomorrow adjourn sine die due . vice president inonge wina expect move motion adjournment accordance standing orders 331 national assembly,0
"see increase case . please note shall open public tomorrow . shall online delivery twitter , instagram whatsapp",1
"# update today 418 new positive case today 246,361 sample test far 13,771 total confirm case 494 recovery today 5,616 total discharge recover 4 fatality today 238 total fatalities#flattenthecurve",1
hardup zimbabweans sell good car beat disruption zimbabwe news,0
"president kenyatta likely declare total friday . , world bank mutahi kagwe really advocate .",1
accountability ! let honest enough make public government spend # donation .,1
uhuru call emergency meeting surge case,0
osano stark reminder conserve nature,1
"hey # kenyan , brace news , limited update . corona virus medium house . quick recovery #",1
conspiracy theories last week tonight john oliver hbo,1
"first time ballon dor award player 2020 , reason give look anyway . could win ?",0
"really really interesting refreshing take creative economy , africa ht producer point",2
tighten,1
equity bank ' group executive talk philanthropy # webinar,1
mental health real especially current # . elimisha empowerment create awareness mental health . watch subscribe,1
key word cnbc jim cramer americas response maybe less develop country,1
intreste report jeff koinange test positive .,0
"last week friday , machakos governor receive donation various partner towards initiative county office # machakospreparedness",2
"every time get work .. genuinely scared . scare get infect . every single day , risk . actually scared .",0
"rep. john lewis join bandwagon downplay , deny disregard # prevention protocol masking . pay ultimate price .",0
"one week leave work proper chill holiday , break properly since",2
steal joy please . kabili teach well tuntu tuntu ...,0
hard many get three meal day .,0
imagine summer 20 . nooo .,1
"since first case novel detect announce country , machakos government embark rapid initiative contain spread virus include special training health worker . # machakospreparedness",2
always ask stop fitina advocate kenyans put total . stephen letoo jeff koinange test positive . # flattenthecurve,0
"interesting talk 60 ' nurse friend ! risk assessed able work due . done beginning , would workforce",1
rwanda spend 60 million fight,1
"government act like want blame surge kenyans?.and surge imminent either way , delay govt could time upgrade health system , employ , kit train staff seem tea snack",0
"oxford university vaccine safe , induces immune reaction preliminary result",2
everyone government responsible safeguard must try crime humanity . even dramatic .,0
remember jeff koinange victoria rubadiri mock kenyans advocate continuation # virusisafarini feature .,1
"kenya continue record increase daily new case , ethiopia follow suit . uganda rwanda sustain low number . drc , somalia , sudan , djibouti s. sudan downward trend.#jeff#flattenthecurve",1
"due hold hand hug anymore , may kneel , salute bow .",1
entire newsroom must quarantine follow jeff koinange francis letoo testing positive .,0
plight street family amid,0
"situation public sector , long malign # neoliberal economist weaken government behold # neoliberalism , play major role fight #",1
bbc news oxford vaccine trigger immune response,2
"early last week mbiuni shopping centre mwala sub county , governor launch programme mass distribution face mask people machakos county prevent spread . # machakospreparedness",2
"sanitizer hand washing soap reach 158 km hola . 19 affect everyone . must educate community wash hand regularly , sanitize wear mask . thank support . look forward sanitizer face mask boda boda .",2
please join us today woman informal sector share experience #,2
huyo majority whip wa senate hana aibu kuongelea referendum country dilapidated health care system time .. mean middle economic depression,1
priest long put sacrament mouth believer,1
"country busy search vaccines zimbabwe government busy journalists , activists progressive zimbabweans raise red flag corruption , even live wage enemy state . go country ?",0
"tomorrow 8 p.m. sister chelythesaveddiva week edition session avondale , harare",1
"left obadiah moyo , arrest toxic # procurement drax deal . right picture flood parirenyatwa hospital # 31july jeffreyt",0
version # corona . # coronaviru happy place,1
"get logic . special open nairobi mombasa , hotbed , ?",1
"miss face due well deserved annual leave great see team celebrate . good communication key keep colleague , patient community inform assure . proud ! # teamuhdb # nhscomms",2
"testing expensive . testing capacity country low . wait know somebody corona careful , may somebody corona .",1
8 month nga gakita everyday month nalang real quick . fuck !,0
death raise 128,0
promising result british vaccine innovation new study reveal oxford university vaccine produce strong immune response,2
uk researcher say experimental # vaccine produce dual immune response people age 18 55 .,2
"learn global expert # exemplar power positive outliers , learn success . common denominator 2 contain # strong equitable country hs , care 4 poor , datum drive intervention , leadership , innovation org",2
well # vaccine # vaccineswork #,2
actor charles bukeko die carseat wait attend karen hospital . kenya dishearten ! test find ?,0
taskforce resolve shut chinhoyi university technology follow case institution . # 263chat,0
psychoanalysis short stories . cope creative writing,2
need talk anger especially,1
car try avoid catch hard task,0
poptain . artist year loom ! !,2
karma real . jeff koinange lecture kenyans break rule regard .,1
september 80 people . use global stat estimate peak,1
"dear kenyans . kill people . protect , family friend . un rc 5 important tip . something may well prevent fall sick god forbid pass away . prevention well cure . #",2
invades zim workplacescontinue read ztn#getthepicture # zimbabwe,0
rwanda spend 60 mln usd four month contain,1
catch cub hopewell expose plunder instigate president loot fund lion today come roar arrest expose grand theft . hopewell victimize expose president ' role loot disaster fund .,0
nairobi senator johnson sakaja saturday arrest kilimani bar flout curfew rule .,0
earning watch tech savior market richly reward . happen ?,2
join us discussion impact # domestic worker . feature winner globalksp innovation challenge zdawu zim,1
bbc news oxford vaccine trigger immune response,2
see durex ad say come together fight,1
"least 3,958 people texas die . nearly 20 death report past week .",0
international cricket council icc postpone t20 cricket world cup october 2021 due . cricket extravaganza hold year australia . # 263chat,0
imagine midst probably people unprotected sex wow,1
key words john oliver strategy good communicate conspiracy theorist,1
"review # response overwhelmed gratitude . workplace policy , 2000 litre chijaka liquid soap clinic quarantine centre water magetsi rmt response center shelter survivor gbv comm . tip . tinotenda",2
listen today # kenya # update . hard ask cs direct question .... country vaccine complete medical regime patient ? guess content gok announce result spew threat .,0
"get hand .. time take guideline seriously wear mask correctly , wash hand regularly sanitize",1
"governor congratulate team ensure machakos well prepared combat . currently put place , 463 isolation bed expand get least 700 . # machakospreparedness",2
first university reopen august break due,2
"real . knock door , careful . wear mask public avoid crowd . know 2 people testedve . safe .",1
corona virus wait family important border jumpers,1
faz secretariat staff underwent tests . secretariat staff critical cog manage resumed league .,2
use cloth face coverings help slow spread covid19#tujipangekablatupangwe # komeshacorona # wehealasone # fcmi,2
"another week , rough week son lose grandpa babu life must move , still # corona # really kill let follow # healthy official update . # tanzania # safe ready save # kiliwarrior # lamarathon",0
testyou test mondaybe expose tuesdayget negative result wednesdayhave mild symptom thursday negativeget reteste fridaybe positive mondaythen start blame lab ' false result ' . # stayhome # staysafe,0
republican ' response,1
striker tapson kaseba test today,1
govt 90 day build capacity health sector bt think tea boardroom meeting mitigation fund importanter want play blame game . dismal resource matter case system run,0
"real , stay safe flatten curve",2
majority # case across east staffordshire # burton .,1
jeff test positive . burale btw,0
global share mix investor eye eu meeting onpandemic,1
"respiratory issue ..... assurance nikienda hosi simple nebulizer treat patient ? ? stop stigma , kill people",0
president uhuru kenyatta call national county government ' summit # 24th july follow surge case kenya,1
"fact commend effort machakos county governor since outbreak , forefront implement necessary measure # machakospreparedness",2
thing call,1
urgent lesson israel include daily tracking spread one risk contract disease . would publish similar datum make difference war # invisibleenemy ?,1
hopewell chinono arrest amid storm 60 suppliesscandal,0
atheist say current situation ? # myresponsibiltytobesafe,1
atleast know one patient jeff reason start serious,0
"update global case tally top 14.5 million u.s. death toll climb 140,000 new infection still rise",0
nairobi hospital enter partnership un create world class treatment facility.#getthewholestory,2
hotel sector credential # distressedindustries #,1
"really live machakos , sleep wake machakos say machakos prepare anyway deal covid19#machakospreparednes",1
"holiday , microsoft really go kill tls 1.0 , 1.1",1
kwani jeff koinange positive ? get real people . today 492 positive case yet government bother much !,0
guy regime put long announcement let defy food parcel arrange us ! long without government assistance ! ! #31july2020#zanupfmustgo#zanupfmustfall#freehopewell,0
slow already slow wheel economy ...,0
"almost every 2 week . dinner , drive .",1
worldleade oxford vaccine produce immune response # coronavaccine # coronaviruskenya # coronavirusupdate,2
speed damn insane,0
"indeed true , balancing tricky . work homerestricte movement across globe , people glue home working station long 16 hour day . talk self abuse",1
"join us thursday 11 discuss labour social justice zimbabwe today . focus # , safety nets labour rights . miss . # citizenssolidarityforum",1
media personality jeff koinange reveal asymptomatic patient say contact inform .,1
nation force intervene issue direction executive order ensure contained.#machakospreparedness,1
# sonkodeliversthis corona virus disrupt alot thing take visionary leader like keep thing run people suffer,1
teach ' start believe local celebrity ka ?,1
"ministry health report 418 new case . 5,616 recovery .",2
"oxford university vaccine ' induce immune response ' , first phase human trial show",2
4 g connectivity support community,2
"1813 kagwe expect number sky rocket people start avoid wash hand , keep badly ventilated space refuse open window matatus due cold . kenya",0
' tightened ' announce eve 31 july ?,1
"already succumb soul rest eternal peace . infect may recover quickly . affect god give comfort , strength protection . # myresponsibiltytobesafe",2
multi sectoral approach response paramount civil society organizations actively contribute reduce socioeconomic impact towards key vulnerable populations increase awareness among general population,2
kenya report 418 new case,0
joke . real . # myresponsibiltytobesafe,1
without question france football magazine clearly decide hold ballon dor year piss city fan kdb win . nothing global kill many lead fan demand season null,0
"19 new world order agenda , disease create solely depopulation world",0
strategic preparedness response plan outline public health measure international community stand ready provide support country prepare respond covid19.#machakospreparedness,2
rise case machakos ensure facility completely equipped ready take care cases#machakospreparedness,2
"citizen tv senior anchor jeff koinange test , miss show , # jklive suggest waihiga mwaura take role , ur suggestions?senior counsel # sonkodeliverscongratulation sc jeff koinage",0
"sometimes back , county convert kenyatta stadium temporary hospital mass testing isolation treat mild moderate case infection # machakospreparedness",1
"# unitednations make urgent appeal 283 million help sudan tackle # economic consequence sunday , million country face hunger . accord un , almost quarter sudan ' # population face severe hunger . # s63 # sudan .",1
# kenyans still deny exist ? african culture generally frown upon full public disclosure come taboo topic disease kenya #,1
"gravity # certainly make us tired , try spend much time bed day , especially trouble sleep night . must take nap , try keep short less 30 minute .",1
new music alert celeb 408 empire tufumye mu download song click,1
digitally transform organisation,1
track spread africa today # nationnewsplex,1
citizen tv anchor jeff koinange test positive,0
"extraordinary session national county governments coordinate summit friday , accord . team discuss review situation amid escalate infection .",1
4.5 billion year sun explode # disappear right . # wearadamnmask # trumpthreatensamerica # covidiot,1
"president john magufuli today july 20 declare # tanzania coronavirusfree , thank prayers.#covid19",2
folk stay safe follow government directive . # real . win war solidarity,2
"breaking oxford vaccine help bring positive immune response , accord new publish study .",2
"alright . new moon . glad bottom everything least little long . nice , hydrate , meditate , get test 19 .",2
track spread kenya today # nationnewsplex,1
current report number surpass kenya ' ministry health projection . official plan reevaluate forecast peak .,0
"case price tecno phone 13,771",1
wear mask effective stop spread # wear properly . avoid common error,2
make great progress fight child marriage . collateral effect extend school closure dire . piece #,1
call enter church tough cleric .,1
live aunt zambia talk lot politic . time time hear call zimbabwean coward let thug rule loot abuse us long . agree ? certain degree .,1
# machakospreparedness strong measure put excellency gov alfred mutua fight easy machakos county front line,1
machakos county also several dedicated ambulance sub county handle suspect case also certify testing lab machakos level 5#machakospreparedness,2
baby home child still # one early walk meet local maasai herdsman find part tanzanian culture !,1
kenya top journalist jeff koinange test positive . wish quick recovery get back bench .,0
bring new challenge welldevelope healthcare systems.#machakospreparedness,0
# flattenthecurvemedia personality jeff koinange reveal asymptomatic patient say contact inform .,1
tanzania set fee clearance certificate,1
jeff sick # bs hope babe lilian muli vicky rubadiri well .,1
celebrity wait #,1
get well soon jeff koinange ... shall defeat,2
hope promising result oxford produce vaccine clinical trial phase 2 currently phase 3 trial . short vaccine boost immunity safe accord lancet online science journal ..... # ztn,2
"governor call upon law enforcement officer , national county government inspectorate ensure directive comply avoid spread # machakospreparedness",1
jeff koinange test positive,0
google block ad appear site spread conspiracy theory,1
"16 city harare health frontline worker test positive . 5 wilkins hospital , 10 beatrice infectious diseases hospital 1 edith clinic mbare . # staysafe",0
government tightens essential services workers allow incbds,1
"notice less week trump administration get rid cdc , vaccine start emerge . people recognize trend ?",1
malawis former head state peter mutharika hit back politician politicize deadly time president .,1
jeff koinange test positive contact inform .,0
# tanzania set fee # clearance certificate,1
sensible people make covidable mistake well,1
machakos county government one well organize county deal . # machakospreparedness,1
hope join us year annual walking wild . due world make virtual event join us wherever base click link register .,1
useless?us scientist rebuke trump response affront,1
"question ? want late update ? click find zambia information chatbot . trust source information , bring fact directly ministry health . click get start !",1
love way people hustle money city # nairobi # kenya keep keep # tuskys # # # bbnaija2020,2
rise compliant wetbrain second wave elephant training,1
real people sanitize put mask keep social distance,1
let ' stay guy . sharp rise positive case big worry . quick recovery . pray you.#komeshacorona # sanitize,2
rms journalist test positive # . currently self isolation . # flattenthecurve # komeshacorona,0
zou assure student 19 safety,2
someone keep alive long possible warn future seriousness fail leadership .,1
fnb cosmo close due case . close everything,0
", doctor fearful mostly reason",0
poor people,0
botswanabase footballer remington masuku say stick neighbour country restriction movement due .,0
"ease us resume business , weeklong campaign return work safely , check video one us oloo website know more.#stopthespread # # mondaymotivation",2
let us tune listen equally talk challenge ths affect sporting fraternity . fan football afc manchester united amohammed,1
"protestor , rioters looters immune .",1
"per capita , positive curve 1a 2c identical . 2c fare well initial outbreak number early april .",1
' ' virtual teaching develop # remotesession child age part emergency response # virtualclassroom,1
"reposte world shut , many family begin bond . suddenly , safe place family work , church",2
literally 6th rest people know tf stay home !,0
' need live ' white house ready new message nation .,1
99.9 one preexisting,1
"b.c. announce 13 new case , new death",1
"trump visit mount rushmore amid controversy , concern",0
"fear god way fear , hell empty .",2
worker quits restaurant ' mishandling covidjordan live pi ...,0
"kern county tracker 80 death , 5,100 total case , 3,609 recover",1
"last month , outbreak alter daily life , also shed light way live home . home office , mudroom outdoor living space common ? read late blog # riversidehomesjax",1
# vaccine trial,1
go yardhouse . last two weeks get test manager confirmed someone diagnosed 19 .,0
sleep late since beginning,0
"# 17liberalism 2016 trump liberal would total control u.s. supreme court making congress mostly ceremonial , would allowed executive order rule power deep six 2nd amendment . ... gt",0
"know weather great want get outside . hundred folk .... time , crowd could equal illness death . stay home ... go ? wear mask ....",2
romantic life hold due ? surprising benefit date isolation .,1
nascar champ # jimmiejohnson test positive #,0
"middle , grateful health",2
katie porter demand resignation trump small business chief enable ' abuse ' relief funds,1
report peter thiel cut trump loose crisis business insider,1
day 100 . well south africa,0
", oh , swear . # makeasongamerican",1
exclusive know democrat deep state reactions china sham garbage data hide joe biden fail # ricothedems # arrestthemallnow # impeachobamasjudge # mustread # feedly,0
stay . people adapt economist,1
"people always complain roommate ... well , two friend test positive decide go party ... irresponsible .",0
miss friend . fck shit .,0
amazing numb americans become covidthis week record record number new casesagainboth worldwide united statesand donald trump go tv say response greatwhile texas arizona florida icu bed full,0
bbc news englands quarantinefree list country publish,1
"submit last project today . thank , able knock 10 unit leisure . look forward jump pay scale .",2
doug casey consequence casey research,1
heroic # test campaign # thailand ? read org help country ' health sector increase access quality service enhance skill healthcare workforce,2
"man , really kick fuckin ass man",0
"thread discuss case datum without reference testing level tantamount lie . watch brian tell trucary way , huh ? see small rise case count hospitalization last 2 week . n",0
.you even walk chew gum !,0
bro tip real good work huh,2
hospital pneumonia . go weekend .,0
bts dns,1
"bad day today enormity global suddenly hit feel fearful , tearful overwhelmedthen watch weekly briefing feel much calm nowit reassure know expert look us",2
need completely depesse rn,0
"literally half lmfao sad asf . like listen man ? confuse . yall really dumb yes , know many ? really degree biology know . yall selfish , live life lose .",0
"literally probably 1 bad response # world 4 5th6th rich nation world handling willfully negligent incompetent , haphazard know care close break rule nothing",0
bolivia dig mass grave cemetery fill victim,1
houston doctor say ' head pure hell ' case spike texas#covid19 # texas # gregabbott,0
"cnn podcast ahead july 4 celebration , dr. sanjay gupta revisit patient , us , prescribe step turn back surge",1
big majority voter want economic relief . guess stand way,0
chris hayes trumps failure make u.s. object pity aroun ...,0
"good thing . , never know close come die sit next people bar ! ! somehow air different restaurant fine sit next people ! ! lost",0
friend come around refuse open mouth,1
"disappear , trump predict .com # vp tell press everything anything keep virus picture . democrats fight . every day . virus available ?",1
"uptick icu # number , confirm case continue # minnesota jul 3 758 pm et",1
"true , sure , go back complete .",1
respect # frontline lose life . # wearamask #,2
lakh dee lanut khanzeer sowar pig . may allah kill . ammeen,0
update u.s. set record new case,1
"write letter congress , support public postal service . join . # savethepostoffice # savetheusp # usmailnotforsale",2
"city open door , anticipate imminent chaos , intense disobedience civil unrest ... go ... put us test ! a. # writingcommunity # # london # humour # freedom # poetry # quote # writer # wordsforyoursoul",1
new study reveal # horror fan cope well average person,2
progressive idiot party drive number . progressive want trump fail right vote biden help crash economy biden win vote rich old white guy .,0
"24 spend 23 move china , get scuba certify , get evacuate due 19 , travel indonesia , thailand , china , cambodia , philippines , japan vietnam , spend enough time kayli 3months smh get contact new job !",1
"' funny ' # redflakes explode thought woman # choice # lgbtqia able marry adopt want gov ' force public school money fund religious extremist private school , suddenly ' body choice ' # mask",0
ah !,1
fact vs fiction podcast cnn audio,1
"nigeria records significant drop , add 454 case nigeria",1
cdc confirm extremely low death rate,1
"perfect way end , chief medical officer say ahead pub reopen",1
situation control number come country doubt fair well . moronic minority ignore advice stay home instead pathetically parade around country imagine ',0
plan wait something like execute,0
"worsen , california ban singe place worship",1
wapo editorial board rip trump ' response virus control control,1
"face mask could cut infection half , revive economy report huffpost canada",1
"today ' stat 13 new testpositive case bc past 24 hour , new death , new case vancouver island .",1
"go wetherspoons tomorrow shit martin pull start , deserve firm slap round face moist fish .",0
approve disapprove donald trump administration handle crisis ?,1
still doubt need care nature ? ... continue live ?,1
tell immigrant mom much billionaire benefit shock . people even supportive wealth tax give deal right ?,0
office fingernail clipper survive ? reach howard hughes fingernail status yet ?,1
"highprofile figure white house coronaviru task force , include dr. anthony fauci , unable secure white house permission appear american tv network , source say",0
"# foodsecurity child . # foodpolicy # schoolfood # # ' school meal programs go broke , renew call universal free lunch ' civil eat",2
"celebrate independence weekend , remember 400 health care worker live lose . selfless worker , without hesitation , day day , able enjoy independence",2
consider add public holiday boost economy post ? # 9news,1
"one people hold tsla plunge ! due , however , entirely different situation . currently bagholder , sell , hope thing turn around .",1
consider add public holiday boost economy post ? # 9news,1
"shoe , shirt , mask , service ! # # covidiot",1
"reminder still midst global . please support protect frontline essential worker stay home 4th july . mean celebrate dehydrate houseplant , .",2
consider add public holiday boost economy post ? # 9news,1
consider add public holiday boost economy post ? # 9news,1
"hype , georgia guidestones mark",1
check late release yet ... wait ? ! cough drop circus sicken surreal parade poetry holly miles joseph dunkerley ! available purchase amazon gumroad ! # poetry # chapbook # zine,2
mean science use show hydroxychloroquine use early would beneficial treat ? science ? ! ! !,0
wish people try put folk shoe sometimes . change make right . one mean malicious intent life right . # takecareofeachother # bethereforoneanother # loveoneanother,2
leader continue place blame elsewhere deflect fact absolute bad country world handle . shit giggle let say weaponize . country squash virus incompetent fool ?,0
"amy jackson want help seymour neighbor lose job due . , effort nonprofit call sunflower studio .",2
"case increase 2 week result ppl stay weekend , thank go need something like new weekly",2
idk put caption funny,1
' superspreade ' event drive spread,1
friday live area toronto choose forget ? balcony .,0
dennis atkins scotty marketing ? morrison keep spin despite crisis new daily,1
# # quiltypleasure watch # nakedandafraid naked alone # happyfriday,1
young drinker alabama party partygoer put 20 pot . first one get diagnose win kitty . south call entertainment .,0
"got new mask pretty happy , soft ! #",2
know support group survivor . great idea ! #thebeat,2
happy 4th july scammer steal 65000 # sunbear # bandungzoo ! party money ? pos ! # msrebrod # cookveganforme # start # clearancepuppy # oneanimalworld # metoo # # # narcissist # thief,0
california teacher school administrator inperson meeting reopen school fall end expose one another ? !,0
negative,1
"mountainside fitness ceo tom hatten say heed arizona governor order close gym amid . go stay open day court , monday morning .",1
fda warn unauthorised rapid test kit,1
"city live mit high rate infection . sadly , surprised . resident fit profile hard hit .",0
antwanae smith chat euthalie miller innovative sanitization wake .,2
"second consecutive recordbreaking day 55,000 new us # case . wage elect corrupt evil idiot death .",0
"misread room . apparently , many people believe death rate scale 1 percent . 10 percent country . high 17 percent . doctor america apparently 1700 percent well doctor elsewhere . fine . usa ! usa !",0
jimmie johnson miss brickyard 400 positive test # sport # feedly,1
comment ie urge country hit serious outbreak ' wake ' ' take con,1
many people walk work today buy bulk party tomorrow people still wonder case rise fuckin stupid,0
must follow good info,1
"well done , super spreaderinchief ! need wall get outofcontrol national workin ya ?",0
new message need die #,0
seriously? ' need live ' white house ready new message nation,0
thankful get watch twice today . hope catch trip nyc oct disney cruise plan . thank manuel eveyone make possible .,2
jimmie johnson test positive participate brickyard 400 indianapolis . justin allgaier drive hendrick motorsports . 48 .,1
someone let slow,1
"arrgh ! daily infection keep climb one many . please , let ' redouble mask wear , hand washing distance across weekend . count . 66 new pierce county case .",0
"daily infection united states skyrocket 55,000 record , new record .",1
"hey , sis mgr one location wake county , nc , 5 k case . policy allow people wout mask enter store , despite new state mandate . protect sister tou profit ? !",0
bangladeshi nobel laureate say vaccine must free commercial interest read,1
perfect reason start drivein theater . open investor !,2
"today , thousand go back work struggle pay rent feed familieshopefully livelihood go drain due . path recoveryit # superspreadersaturday first step # mentalhealthrecovery",2
ruin everything ever look forward,0
help pay rent due lost job due cloud9laces # cashapptwitch,1
sweden attack lack forced . take eye protect elderly vulnerable instead focus social distancing general population measure .,0
official include result victoria community center walkup test site daily total .,1
tell dad come back brewery say stop get covidhis response enjoy life insuranceyet another level irish catholic american,1
family florida historically travel much possible . see go anytime soon . perhaps never .,0
payment refer . regard million give united way march senior impact ?,1
"cdc conflate viral antibody test result , corrupt key metric governor consult reopen , report . pennsylvania state . mess , one expert say .",0
cool put hamilton behind paywall holiday weekend . corporate overlord suck .,0
thing normal sick ? damn tired stuff .,0
# joebiden husband . letter freak alphabet ? # 4thofjuly2020 # # coronaviru # jillbiden,0
friend make metalasfuck mask . buy one !,2
feed act like middle global,0
study hydroxychloroquine help patient survive,1
mother lose entire family chinese regimes persecution falun dafadownload epoch times app see exclusive coverage daily update,0
two fam member test positive prayer fast recovery appreciate,2
"ayo mfs party say first one get , get cash reward . americans mentally ill",0
"currently edit , one fave , honor able capture moment . # witchcraft # magic # photographer #",1
whole first stop casino,1
"think vote year farmer vote trump go remember immigration policy , trade war , abysmal response cause lose massive amount money leave produce ground rot unharvested unsold ?",0
"sadly , amid # , america succumb tragic concept throwaway cuture often decry mentality subscribe false notion long affect , important . us much ashamed .",0
good ass news negative covidbad news nurse ask prevent pregnancy awkwardly say gay,2
mexico close border arizona case country surge ... #mexico # usa,1
lot stupid.#trumpkillsus # #,0
recent milestone economic era opportunity many center essential need purchase real estate.#windermeremountbaker # donkoonce # seattlerealestate,1
people really go party tomorrow ? ? celebrate america ? economy ?,0
# stream ... day 3 ! come check # wearamask # supportsmallstreamers,1
giuseppe modarelli kick first session topical issue account .,1
"us dollar funding remain global vulnerability , evidence strain reemerge march 2020 midst crisis",1
one die say lead pathologist,1
love sit table restaurant get . joke,0
point watch woodstock 99 performance big screen,0
1st trip since mate gaf need r divorce comn lol,1
mess 2020 much august trede july,0
"yet , bc work since . definitely wanna buy mochisbat merch start work though",1
"apparently , new federal strategy , welp ... good luck .",0
mission impossible ? shoot blockbuster era,1
"# staysafe # # goodread # educationalleadership book great resource educator , parent , anyone want responsibly explain health safety young child .",2
16 year old girl tryna jump girl park fucking lmaoooo,1
life weird . fri night guinea pig portrait .,1
bear hug bair hug sticker # alaskasticker # bearsticker # bearhug # bearhugsticker # socialdistance # # coronaviru # alaska # alaskabear # grizzlybear # travelalaska,1
"city across thecountry go lockdownin march , business temporarily close door , leave million unemployed . , nearly 21 million peopleare receive unemployment benefit , well 9.7 million selfemployed worker receive assistance .",1
"four people brennity daphne assisted living memory care test positive , resident ' family tell news 5 .",1
go thread favourite photosmoment theatre work tag # savetheart nominate rk one ownhere wuthering heights cathy nelly dean . theatre last show .,2
"jamaica 721 confirm case . increase come six new sample test positive last 24 hour . time , five patient recover release care , bring total 565 .",1
"bbc news ' rush border beer , ' police warn",1
"enter holiday weekend , remember practice health guideline protect one another . let celebrate safely follow wear mask facecovere physically distance wash hand disinfect frequently touch surface",1
sign petition huge public health issue . reduce transmission everybody need access healthcare . nobody fear deportation family separation . sign petition .,2
# nascar seventime nascar champion jimmie johnson test positive .,1
"130,200 americans die worsen . personally know someone die , grateful family , someone social network grieve tonight . let dead become number . remember .",2
believe evil # demonrats affect people # covid19.what go america normal.#fathergod # expose # evilones plan . hell earth real # election2020 . # saneamerica keep # pray keep # faith .,0
dumb thing rule change keep forget ? keep try bring reusable bag grocery store,0
"school reopen amidst ? honestly , idea would want send kid back school careless behavior every , would suggest school 100 virtual rest calendar year .",0
brazil ' bolsonaro water law require face mask,1
trump fully go get # .,0
"new post nigeria records significant drop , add 454 case publish bigpen nigeria",1
big celebrate birthday atleast like option thank,0
hope first result new drug trial two week,1
surprise . member family lose job due yet people happy get money nothing . people probably call benefit claimant scrounger one time another .,0
crowd flock biloxi beach independence day fun amid,1
company advertise way fix instead product,0
four death report south mississippi ltc facility resident,1
trump surrender virus white house rip new learn live message,1
"914 new case , 11 new death report friday mississippi",1
perfect event .,1
uh leave us rn cuz ik shit go get well,0
immigration officer face furloughs visa applications plunge # politic # news # uspolitihub,1
"hit blocking clinicages 15u 18uthis clinic cover approach , read setter , read blocker , take timing , midair contact , landing , attack option . online registration require due",1
fact vs fiction podcast cnn audio,1
"risk group receive free flu vaccine nhs winter , 10 say",1
eunice really give us look look .,1
kid lick ice cream one start,0
prove global village psychreg # psychology,1
cleveland mayor mandate face mask public amid surge,1
florida head million mph wrong direction virus fight # smartnews,1
dispatch covidbloomington .,1
